username,created_at,text
AudreyPope9691,2024-08-29 10:12:59+00:00,@LOfficiel_PH I''m intrigued! This is mysterious and enigmatic. It''s a real puzzle!
HoaDu8144,2024-08-29 09:33:44+00:00,"@LOfficiel_PH Thailand''s culinary scene is world-renowned, with fragrant curries, spicy soups, and fresh seafood tantalizing the taste buds."
CherishKarinaVN,2024-08-29 05:38:31+00:00,@LOfficiel_PH Our pretty brand ambassador 🎉
ryry30_,2024-08-29 01:05:44+00:00,@LOfficiel_PH https://t.co/crVJOh2IIL
ACEpa_MY,2024-08-28 20:14:56+00:00,@LOfficiel_PH New queen of Prada!
yujimeowmeow,2024-08-28 17:29:57+00:00,"@LOfficiel_PH KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA https://t.co/yTjbj7dUm3"
bichmayman,2024-08-28 16:52:04+00:00,"@LOfficiel_PH Chúc mừng 
KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
Feby_033,2024-08-28 15:22:55+00:00,"@LOfficiel_PH KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @Prada
https://t.co/3Vh3PaxJKq"
BelieveInYu0,2024-08-28 14:43:10+00:00,"@LOfficiel_PH @miubluure KARINA PRADA GLOBAL AMBASSADOR 
KARINA PRADA GLOBAL AMBASSADOR 
KARINA PRADA GLOBAL AMBASSADOR 
KARINA PRADA GLOBAL AMBASSADOR 
KARINA PRADA GLOBAL AMBASSADOR
KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
mysticriver00,2024-08-28 13:36:32+00:00,@BoF She is adorable 😍
Luna1Oishi,2024-08-28 09:08:35+00:00,"@BoF https://t.co/qCHEr2cJbR
Welcome to https://t.co/yQEFLoE3Dr. From day one our team keeps bringing together the finest materials and stunning design to create something very special for you. All our products are developed with a complete dedication to quality, durability,.. https://t.co/vrc7MBCPl9"
FjsnUyeu62904,2024-08-28 13:21:06+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA 
@PRADA"
carissaismee,2024-08-28 13:14:06+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
vvhnay,2024-08-28 12:48:56+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
RedZuzu61635,2024-08-28 12:40:20+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
NowIsOverNow,2024-08-28 10:42:57+00:00,"@katarinakive Yeah I'm waiting~

KARINA PRADA GLOBAL AMBASSADOR
#KARINAxPRADA #KARINA @PRADA"
mjr1nn_,2024-08-28 10:15:17+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
Scirah5,2024-08-28 09:59:29+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
ttal7i,2024-08-28 09:57:49+00:00,"@katarinakive @Prada @aespa_official Yess 

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
Yunamen55,2024-08-28 09:51:16+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
soshisfun,2024-08-28 09:40:50+00:00,@katarinakive @Prada @aespa_official Do you know possible dates?I will be in Milan around 3rd week september
floatinwg,2024-08-28 09:15:57+00:00,"@katarinakive @Prada @aespa_official OF COURSE!! AS WE SHOULD. 

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
blubrachio,2024-08-28 09:12:29+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
vwonly1,2024-08-28 09:11:31+00:00,"@katarinakive KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
alnpscsjl,2024-08-28 09:04:10+00:00,"@katarinakive @Prada @aespa_official Yes yes yes

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
Katarasa_96,2024-08-28 08:58:30+00:00,"@katarinakive @Prada @aespa_official OMG 🥰🥰🥰
#KARINAxPRADA #KARINA"
youngngone,2024-08-28 08:58:25+00:00,"@katarinakive @Prada @aespa_official yep 
KARINA PRADA GLOBAL AMBASSADOR  
#KARINAxPRADA #KARINA"
sacrileage,2024-08-28 08:57:32+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @Prada"
Katarasa_96,2024-08-28 08:56:11+00:00,"@katarinakive @Prada @aespa_official Did you know that there are rumors about Karina attending Prada’s womenswear show at Milan Fashion Week next month? Make sure to support her as much as we can, shall we?

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
bluureigns,2024-08-28 08:52:30+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
karinangitiss,2024-08-28 08:44:51+00:00,"@katarinakive @Prada @aespa_official ofc

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
dancekpop41822,2024-08-28 08:38:05+00:00,"@katarinakive @KatarinaOasis @Prada @aespa_official OMG, so excited

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
Holymoly1688,2024-08-28 08:37:18+00:00,"@katarinakive @Prada @aespa_official Yes pls 

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @Prada"
ignorexii,2024-08-28 08:36:06+00:00,"@katarinakive @Prada @aespa_official katarinabluu💙

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
aespa041117,2024-08-28 08:33:00+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
miubluure,2024-08-28 08:32:30+00:00,"@katarinakive @Prada @aespa_official yes

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
dd_turtles,2024-08-28 08:29:33+00:00,@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR  #KARINAxPRADA #KARINA @Prada
zxcvnmyy,2024-08-28 08:22:18+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
ourblue__,2024-08-28 08:16:28+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
eonoiya,2024-08-28 08:11:50+00:00,"@katarinakive @Prada @aespa_official YESSSS💃💃🔥🔥🔥

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @Prada"
aerenebaeee,2024-08-28 08:09:33+00:00,"@katarinakive @Prada @aespa_official any brand is lucky to have karina

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
H2Karina1142,2024-08-28 08:09:22+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
BLUUTHINKR,2024-08-28 08:04:06+00:00,"@katarinakive @Prada @aespa_official let’s go pradarina 

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
rockerthoughtz,2024-08-28 08:03:10+00:00,"@katarinakive @Prada @aespa_official yesss and im so exciteddd

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @Prada"
Buttercup09_,2024-08-28 08:00:14+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA"
renesjnk,2024-08-28 07:59:13+00:00,"@katarinakive KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
jenhuny__,2024-08-28 07:57:16+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
FearX71795862,2024-08-28 07:55:53+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
Epily_krn,2024-08-28 07:53:20+00:00,"@katarinakive @Prada @aespa_official ye

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
mrduckie0311113,2024-08-28 07:52:28+00:00,"@katarinakive @BelieveInYu0 @Prada @aespa_official Can't wait
KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
foaestheticsdl,2024-08-28 07:52:12+00:00,"@katarinakive @Prada @aespa_official yess

KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
Yumeowmeows,2024-08-28 07:52:02+00:00,"@katarinakive @Prada @aespa_official KARINA PRADA GLOBAL AMBASSADOR  #KARINAxPRADA #KARINA
@PRADA"
lovedarcys,2024-08-28 07:51:32+00:00,"@katarinakive @Prada @aespa_official Yessss ofc

KARINA PRADA GLOBAL AMBASSADOR 
KARINA PRADA GLOBAL AMBASSADOR 
KARINA PRADA GLOBAL AMBASSADOR 
KARINA PRADA GLOBAL AMBASSADOR 
KARINA PRADA GLOBAL AMBASSADOR
KARINA PRADA GLOBAL AMBASSADOR 
#KARINAxPRADA #KARINA @PRADA"
